Index	Abbreviation	Full_Name	First_Level	Last_Level
148	IPul	inferior_pulvinar	5	6
149	bsc	brachium_superior_colliculus	5	6
151	DLG	dorsal_lateral_geniculate	4	6
152	MG	medial_geniculate	4	6
154	Pi	pineal_gland	4	6
155	Hb	habenula	4	6
157	PCR	posterior_commissural_region	5	5
161	p1Rt	p1_mesencephalic_reticulum	5	6
166	SC	superior_colliculus	5	6
167	ICoC	inferior_colliculus_complex	5	5
171	n4	fourth_nerve	5	6
172	PAG	periaqueductal_gray	5	6
175	PBG	parabigeminal_nucleus	5	6
176	MiTg	mircrocellular_tegmentum	5	6
177	PrCnF	precuneiform_nucleus	5	6
178	CnF	cuneiform_nucleus	5	6
179	VLTg	ventrolateral_tegmentum	5	6
180	PTg	pedunculopontine_nucleus	5	6
181	ATg	anterior_tegmental_nucleus	5	6
183	mRt	mesencephalic_reticular_formation	5	6
184	RIs	retroisthmic_nucleus	5	6
187	OM	occulomotor_nuclei	5	6
188	mlf	mediolateral_fascicle	5	6
190	MR	medial_Raphe	5	6
191	DR	dorsal_Raphe	5	6
192	LiR	linear_Raphe	5	6
194	R+	rubral_region	4	5
198	RF	retrorubral_field	5	6
199	SN	substantia_nigra	5	6
200	VTA	ventral_tegmental_area	5	6
201	IP	interpeduncular_nucleus	5	6
202	n3	occulomotor_nerve	5	6
203	cp	cerebral_peduncle	5	6
207	PBC	parabrachial_complex	4	5
213	LC-Me5	locus-coeruleus_region	5	6
214	me5	mesencephalic_trigeminal_nerve	5	6
215	CG	central_gray_nucleus	5	6
217	LDTg	lateral_dorsal_tegmentum	5	6
218	MDTg	medial_dorsal_tegmentum	5	6
221	ll	lateral_lemniscus	5	6
222	DLL	dorsal_lateral_leminscus_nucleus	5	6
223	ILL-VLL	intermediate+ventral_lateral_lemniscus_nuclei	5	6
226	SubC	subceruleus	5	6
227	RtTg	reticulotegmentum	5	6
228	xscp	superior_cerebellar_peduncle_decussation	5	6
229	PnO	pontine_reticulum_oral	5	6
230	PnC	pontine_reticulum_caudal	5	6
232	SO	superior_olive	5	6
233	ml	medial_lemniscus	5	6
234	tz	trapezoid_bundle_region	5	6
236	Pn	pontine_nucleus	5	6
237	spf	pontine_fibers	5	5
243	icp	inferior_cerebellar_peduncle	5	6
244	oc	olivocerebellar_tract	5	6
246	Lat	lateral_cerebellar_nucleus	5	6
247	Int	interposed_cerebellar_nuclei	5	5
250	Fas	fastigial_cerebellar_nucleus	5	6
252	Fl-PFl	floculus_parafloculus	4	5
256	AVCbCx	anterior_vermis_cerebellar_cortex	5	5
262	PVCbCx	posterior_vermis_cerebellar_cortex	5	5
268	ICbCx	intermediate_cerebellar_cortex	4	5
276	LCbCx	lateral_cerebellar_cortex	4	5
283	Ve	vestibular_nucleus	5	6
284	DVC	cochlear_nucleus	5	6
285	n8	vestibulochoclear_nerve	5	6
286	Pr	prepositus_nucleus	5	6
288	Nu5	motor_trigeminal_nucleus	5	6
289	Pr5	principal_trigeminal_nucleus	5	6
290	Sp5	spinal_trigeminal_nucleus	5	5
295	CuGr	cuneate_gracile_nuclei	5	6
296	obex	obex	5	6
297	Sol	solitary_tract_nucleus	5	6
298	Nu10-12	visceral_motor_nuclei	5	6
301	Nu6	abducens_motor_nucleus	5	6
302	Nu7	facial_motor_nucleus	5	6
304	PCIRt	parvicellular_and_intermediate_reticular_nuclei	5	6
305	DPGi	dorsal_paragigantocellular_reticular_nucleus	5	6
306	Gi	gigantocellular_reticular_nucleus	5	6
307	MdRt	medullar_reticular_nucleus	5	6
309	RMg	Raphe_magnus_nucleus	5	6
310	ROb	Raphe_obscurus_nucleus	5	6
313	IO	inferior_olive	5	6
314	LRt	lateral_reticular_nucleus	5	6
316	py	pyramidal_tract	5	6
317	pyx	pyramidal_tract_decussation	5	6
318	cst	corticospinal_tract	5	6
