Index	Abbreviation	Full_Name	First_Level	Last_Level
214	CM	caudomedial_belt_region	5	6
216	RM	rostromedial_belt_region	6	6
217	RTM	medial_rostrotemporal_belt_region	6	6
218	RTp	polar_rostrotemporal_cortex	3	6
221	R	rostral_core_region	6	6
222	RT	rostrotemporal_core_region	6	6
223	AI	primary_auditory_cortex	5	6
226	Pi	parainsula	5	6
228	Ia/Id	agranular_and_dysgranular_insula	6	6
229	Ig	granular_insula	6	6
230	Ri	retroinsula	4	6
232	MT	middle_temporal_area	2	6
235	V4d	dorsal_visual_area_4	5	6
236	V4v	ventral_visual_area_4	5	6
240	V3A	visual_area_V3A	6	6
241	V3d	dorsal_visual_area_3	6	6
242	V3v	ventral_visual_area_3	5	6
244	possibly_V2	possibly_part_of_visual_area_2	6	6
245	clearly_V2	clearly_part_of_visual_area_2	6	6
246	V1	primary_visual_cortex	2	6
