Index	Abbreviation	Full_Name	First_Level	Last_Level
134	VLPV	ventral_lateral_posteroventral_thalamus	5	6
135	VLPD	ventral_lateral_posterodorsal_thalamus	5	6
137	VPM-VPL	ventroposterior_medial_and_lateral_thalamus	5	6
138	VMPo-VMB	ventromedial_posterior+basal_thalamus	5	6
139	VPI	ventroposterior_inferior_thalamus	5	6
140	VM	ventral_medial_thalamus	5	6
142	LP	lateral_posterior_thalamus	4	6
143	LD	lateral_dorsal_thalamus	4	6
145	APul	anterior_pulvinar	5	6
146	MPul	medial_pulvinar	5	6
147	LPul	lateral_pulvinar	5	6
148	IPul	inferior_pulvinar	5	6
149	bsc	brachium_superior_colliculus	5	6
151	DLG	dorsal_lateral_geniculate	4	6
152	MG	medial_geniculate	4	6
154	Pi	pineal_gland	4	6
155	Hb	habenula	4	6
158	pc	posterior_commissure	6	6
159	PrC	precommissural_nucleus	6	6
160	PCom_MCPC	posterior_commissural_nuclei	6	6
161	p1Rt	p1_mesencephalic_reticulum	5	6
166	SC	superior_colliculus	5	6
168	ICo	inferior_colliculus	6	6
169	Sag-RL	saginum_nucleus	6	6
171	n4	fourth_nerve	5	6
172	PAG	periaqueductal_gray	5	6
175	PBG	parabigeminal_nucleus	5	6
176	MiTg	mircrocellular_tegmentum	5	6
177	PrCnF	precuneiform_nucleus	5	6
178	CnF	cuneiform_nucleus	5	6
179	VLTg	ventrolateral_tegmentum	5	6
180	PTg	pedunculopontine_nucleus	5	6
181	ATg	anterior_tegmental_nucleus	5	6
183	mRt	mesencephalic_reticular_formation	5	6
184	RIs	retroisthmic_nucleus	5	6
187	OM	occulomotor_nuclei	5	6
188	mlf	mediolateral_fascicle	5	6
190	MR	medial_Raphe	5	6
191	DR	dorsal_Raphe	5	6
192	LiR	linear_Raphe	5	6
195	R	red_nucleus	6	6
196	PR-RI	prerubral_field	6	6
198	RF	retrorubral_field	5	6
199	SN	substantia_nigra	5	6
200	VTA	ventral_tegmental_area	5	6
201	IP	interpeduncular_nucleus	5	6
202	n3	occulomotor_nerve	5	6
203	cp	cerebral_peduncle	5	6
208	LPB	lateral_parabrachial_nucleus	6	6
209	MPB	medial_parabrachial_nucleus	6	6
210	scp	superior_cerebellar_peduncle	6	6
211	KF	Kolliker-Fuse_nucleus	6	6
213	LC-Me5	locus-coeruleus_region	5	6
214	me5	mesencephalic_trigeminal_nerve	5	6
215	CG	central_gray_nucleus	5	6
217	LDTg	lateral_dorsal_tegmentum	5	6
218	MDTg	medial_dorsal_tegmentum	5	6
221	ll	lateral_lemniscus	5	6
222	DLL	dorsal_lateral_leminscus_nucleus	5	6
223	ILL-VLL	intermediate+ventral_lateral_lemniscus_nuclei	5	6
226	SubC	subceruleus	5	6
227	RtTg	reticulotegmentum	5	6
228	xscp	superior_cerebellar_peduncle_decussation	5	6
229	PnO	pontine_reticulum_oral	5	6
230	PnC	pontine_reticulum_caudal	5	6
232	SO	superior_olive	5	6
233	ml	medial_lemniscus	5	6
234	tz	trapezoid_bundle_region	5	6
236	Pn	pontine_nucleus	5	6
238	s5	sensory_root_of_the_trigeminal_nerve	6	6
239	tfp	transverse_fibers	6	6
240	mcp	medial_cerebellar_peduncle	6	6
243	icp	inferior_cerebellar_peduncle	5	6
244	oc	olivocerebellar_tract	5	6
246	Lat	lateral_cerebellar_nucleus	5	6
248	IntA	anterior_interposed_cerebellar_nucleus	6	6
249	IntP	posterior_interposed_cerebellar_nucleus	6	6
250	Fas	fastigial_cerebellar_nucleus	5	6
253	Fl	flocculus	6	6
254	PFl	paraflocculus	6	6
257	Cb1V	cerebellar_lobule_1_vermis	6	6
258	Cb2V	cerebellar_lobule_2_vermis	6	6
259	Cb3V	cerebellar_lobule_3_vermis	6	6
260	Cb4V	cerebellar_lobule_4_vermis	6	6
261	Cb5V	cerebellar_lobule_5_vermis	6	6
263	Cb6V	cerebellar_lobule_6_vermis	6	6
264	Cb7V	cerebellar_lobule_7_vermis	6	6
265	Cb8V	cerebellar_lobule_8_vermis	6	6
266	Cb9V	cerebellar_lobule_9_vermis	6	6
267	Cb10V	cerebellar_lobule_10_vermis	6	6
269	Cb3I	cerebellar_lobule_3_intermediate	6	6
270	Cb4I	cerebellar_lobule_4_intermediate	6	6
271	Cb5I	cerebellar_lobule_5_intermediate	6	6
272	Cb6I	cerebellar_lobule_6_intermediate	6	6
273	Cop	copula_of_the_pyramis	6	6
274	Sim	simple_lobule	6	6
275	PM	paramedian_lobule	6	6
277	Crus1	ansiform_lobule_crus1	6	6
278	Crus2	ansiform_lobule_crus2	6	6
283	Ve	vestibular_nucleus	5	6
284	DVC	cochlear_nucleus	5	6
285	n8	vestibulochoclear_nerve	5	6
286	Pr	prepositus_nucleus	5	6
288	Nu5	motor_trigeminal_nucleus	5	6
289	Pr5	principal_trigeminal_nucleus	5	6
291	Sp5O	spinal_trigeminal_nucleus_oral	6	6
292	Sp5I	spinal_trigeminal_nucleus_intermediate	6	6
293	Sp5C	spinal_trigeminal_nucleus_caudal	6	6
295	CuGr	cuneate_gracile_nuclei	5	6
296	obex	obex	5	6
297	Sol	solitary_tract_nucleus	5	6
298	Nu10-12	visceral_motor_nuclei	5	6
301	Nu6	abducens_motor_nucleus	5	6
302	Nu7	facial_motor_nucleus	5	6
304	PCIRt	parvicellular_and_intermediate_reticular_nuclei	5	6
305	DPGi	dorsal_paragigantocellular_reticular_nucleus	5	6
306	Gi	gigantocellular_reticular_nucleus	5	6
307	MdRt	medullar_reticular_nucleus	5	6
309	RMg	Raphe_magnus_nucleus	5	6
310	ROb	Raphe_obscurus_nucleus	5	6
313	IO	inferior_olive	5	6
314	LRt	lateral_reticular_nucleus	5	6
316	py	pyramidal_tract	5	6
317	pyx	pyramidal_tract_decussation	5	6
318	cst	corticospinal_tract	5	6
